candidateId,value,universidad homologada
632877e24df37200081c0f04,Garcilaso De La Vega,No Homologada
63288757d1b76a0040915eb2,Augusto B.leguia,No Homologada
63222828e5ee99003f172e3f,Ifb Instituto De Formación Bancaria,No Homologada
63222828e5ee99003f172e3f,Augusto Salazar Bondy,No Homologada
63222828e5ee99003f172e3f,Augusto Salazar Bondy,No Homologada
6328aaf72ff5e80008d80da7,Certus,No Homologada
632225ca844cb4003f33d996,Diseño Grafico,No Homologada
6328c63b36d47f00088b356a,Certus,No Homologada
6328c63b36d47f00088b356a,Certus,No Homologada
6328c818ded60b0009f00c6d,Idat,No Homologada
63288757d1b76a0040915f84,Garcilaso De La Vega,No Homologada
6328cc9cded60b0009f00db3,Universidad Tecnológica Del Perú - Utp,Universidad Tecnológica del Perú S.A.C.
632225ca844cb4003f33df00,Ifb Certus,No Homologada
63288757d1b76a0040915f12,Icpna,No Homologada
63200f71e5ee99003f1364c9,Jose Antonio Encinas,No Homologada
6329122f36d47f00088b8a5e,Universidad Privada San Juan Bautista,universidad privada san juan bautista s.a.c.
6312a4a8e5ee99003f086bec,Icpna,No Homologada
6312a4a8e5ee99003f086bec,Instituto De Formación Bancaria - Ifb,No Homologada
63291cf936d47f00088b8f24,Telesup,No Homologada
63128e33844cb4003f22b8c6,Universidad Católica Sedes Sapientiae - Ucss,universidad católica sedes sapientiae
63128e33844cb4003f22b8c6,Universidad Privada San Juan Bautista - Upsjb,Universidad Privada San Juan Bautista S.A.C.
632920464df37200081c5522,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
632920b12ff5e80008d8447c,Certus,No Homologada
63293141cc842700091751b9,Instituto San Ignacio De Loyola,No Homologada
6329393507cea600082644f3,Certus,No Homologada
632949afcc842700091758f5,San Ignacio Del Loyola,universidad san ignacio de loyola s.r.l.
63200f70e5ee99003f1342e5,Universidad Tecnológica Del Perú-utp,Universidad Tecnológica del Perú S.A.C.
63200f70e5ee99003f1342e5,Istp Cibertec,No Homologada
6329e24b2ff5e80008d85fea,Idat,No Homologada
63222504e5ee99003f16fdc7,Administracion,No Homologada
63222504e5ee99003f16fdc7,Idat,No Homologada
63222504e5ee99003f16fdc7,Cesca,universidad esan
632a170e36d47f00088bc3d1,Instituto Certus,No Homologada
632a170e36d47f00088bc3d1,Instituto Certus,No Homologada
632a3846ded60b0009f08c0d,Instituto San Ignaciano De Loyola,No Homologada
632a3846ded60b0009f08c0d,Universidad Peruana De Ciencias Aplicadas-upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
632a3f2d4df37200081ca417,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632a41a7d1b76a0040939d1b,Universidad César Vallejo,No Homologada
632a48044df37200081cabb1,Instituto De Formación Bancaria - Ifb,No Homologada
632a41a7d1b76a0040939d27,Universidad Cesar Vallejo,No Homologada
632a41a7d1b76a0040939d21,Universidad César Vallejo,No Homologada
632a41a7d1b76a0040939d51,Idat,No Homologada
63200f71e5ee99003f13668b,Senati,No Homologada
63200f71e5ee99003f13668b,Instituto Tecnologico Privado San Ignacio De Monterrico,No Homologada
632a5080cc8427000917acf7,Simón Bolívar,No Homologada
632a60dbded60b0009f0a6c5,Ifb Certus,No Homologada
632a73704df37200081cbf9b,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632a73704df37200081cbf9b,"Instituto De Educacion Superior Tecnologico Privado
 Ceturgh – Peru",No Homologada
63200f70e5ee99003f1336bb,Zegel Ipae,No Homologada
632a9f20ded60b0009f0bbe5,Cibertec,No Homologada
632aa36eded60b0009f0bc39,Sise,No Homologada
632b0fd336d47f00088c1cb1,Usil,Universidad San Ignacio de Loyola S.R.L.
63200f70e5ee99003f1353d7,Ipae,No Homologada
632b20f1cc8427000917d75d,Certus,No Homologada
632b23f12ff5e80008d8d100,Istpa,No Homologada
63222504e5ee99003f16f629,Instituto Ifb Certus,No Homologada
632b47142ff5e80008d8de24,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632b47142ff5e80008d8de24,"I.e Pnp ""martin Esquicha Bernedo""",No Homologada
63222828e5ee99003f172d55,Augusto Salazar Bondy,No Homologada
63222828e5ee99003f172d55,Leopoldo Perez Salmon,No Homologada
632b4aa107cea6000826ddf3,Instituto San Ignacio De Loyola - Isil,No Homologada
6329d6cad1b76a004092d7c5,Certus,No Homologada
63222828e5ee99003f1731ff,Simon Bolivar,No Homologada
632b6b98ded60b0009f0f1fa,Centro De Idiomas Pucp,No Homologada
632b6b98ded60b0009f0f1fa,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
632b6bb607cea6000826f36a,Instituto Sise,No Homologada
632b6bb607cea6000826f36a,Instituto Isotur,No Homologada
632225ca844cb4003f33dd1a,Certus,No Homologada
632225ca844cb4003f33dd1a,Santa Maria De Jesus,No Homologada
632bc49307cea60008271bd4,Universidad Tecnologica Del Peru U.t.p,No Homologada
632bc49307cea60008271bd4,Instituto De Formacion Bancaria I.f.b,No Homologada
632bc49307cea60008271bd4,Instituto De Formacion Bancaria I.f.b,No Homologada
632bc49307cea60008271bd4,Cimas,No Homologada
632bec132ff5e80008d9350d,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632bec132ff5e80008d9350d,Sise,No Homologada
632becc836d47f00088c8345,Antenor Orrego Espinoza,No Homologada
632beccecc8427000918afcb,Zegel Ipae,No Homologada
632bed75ded60b0009f12b14,Sensico,No Homologada
632bed9636d47f00088c83ee,Certus,No Homologada
632bee1d2ff5e80008d936f7,Daniel Alcides Carrion,No Homologada
632bee1d2ff5e80008d936f7,Britanico,No Homologada
632befc14df37200081d5ba2,Universidad Peruana De Ciencias Aplicadas,universidad peruana de ciencias aplicadas s.a.c.
632bf07f36d47f00088c857a,Certus,No Homologada
632bf07f36d47f00088c857a,I.p Bárbara D' Achille,No Homologada
632bf12c4df37200081d5c6e,Universidad De San Martin De Porras,universidad de san martín de porres
632bf12c4df37200081d5c6e,Instituto Superior Tecnológico Peruano Alemán,No Homologada
632bf16fded60b0009f12e75,Certus,No Homologada
632bf1cb36d47f00088c8647,Instituto Sise,No Homologada
632bf1ddded60b0009f12ecb,Zegel Ipae,No Homologada
632bf1ddded60b0009f12ecb,Universidad César Vallejo,No Homologada
632bf2082ff5e80008d93880,Zegel Ipae,No Homologada
632bf24536d47f00088c8691,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632bf2a9cc8427000918b22b,Universidad Cesar Vallejo,No Homologada
632bf362cc8427000918b26d,Idat,No Homologada
632bf362cc8427000918b26d,Fermin Toro,No Homologada
632bf6abded60b0009f13053,Instituto Certus,No Homologada
632bf7cd07cea60008273051,Zegel Ipae Cajero Bancario Y Comercial,No Homologada
632bf7cd07cea60008273051,"Universidad Alas Peruanas (turismo, Hoteleria Y Gastronomia)",No Homologada
632bf981ded60b0009f13175,Ifb Certus,No Homologada
632bfd11ded60b0009f13283,Universidad Privada Cesar Vallejo,No Homologada
632bfcd54df37200081d6148,Itae,No Homologada
632c034eded60b0009f13425,Toulouse Lautrec,No Homologada
632c034eded60b0009f13425,Ifb Certus,No Homologada
632c034eded60b0009f13425,Nuestro Señor Cautivo De Ayabaca,No Homologada
632c03f3ded60b0009f13453,Zegel Ipae,No Homologada
632c04282ff5e80008d93dc6,Instituto De Educación Superior  Tecnológico Público (g.l.b.r.).,No Homologada
632c409a36d47f00088c8ecf,Isam,No Homologada
632c448acc8427000918bace,Universidad Tecnológica Del Perù,universidad tecnológica del perú s.a.c.
632c448acc8427000918bace,Senati,No Homologada
632c5ca507cea60008273c75,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632c5ca507cea60008273c75,Senati,No Homologada
632c616207cea60008273db0,Ipae,No Homologada
632c616207cea60008273db0,San Martin,No Homologada
632c616207cea60008273db0,Idat,No Homologada
632c652fded60b0009f14059,Untels,Universidad Nacional Tecnológica de Lima Sur
632c65d307cea60008273e8f,Idat,No Homologada
632c65d307cea60008273e8f,I. E. T José De La Riva Agüero Y Osma,No Homologada
632c6760cc8427000918c38f,Ifb,No Homologada
632c685907cea60008273f8a,Isil,No Homologada
632225ca844cb4003f33dc36,Certus,No Homologada
632c6f672ff5e80008d94caa,Adex,No Homologada
632c74d42ff5e80008d94f73,American System,No Homologada
632c7c1607cea60008274abc,Certus,No Homologada
632c860ecc8427000918d5b9,Isil,No Homologada
632c90f607cea600082756ae,Instituto De Formación Bancaria - Ifb,No Homologada
632c90f607cea600082756ae,Instituto Federico Villarreal,No Homologada
632c9726ded60b0009f16084,Universidad Cesar Vallejo,No Homologada
632c97834df37200081d8942,Certus,No Homologada
632ca66236d47f00088cbb49,Instituto Sise,No Homologada
63128e34844cb4003f22c08e,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632cbc7ecc8427000918fc6a,Instituto Sise,No Homologada
632cbe4636d47f00088ccbde,Universidad Ricardo Palma,universidad ricardo palma
632ccc174df37200081da866,Ifb Certus,No Homologada
632ccc174df37200081da866,Zegel Ipae,No Homologada
63200f70e5ee99003f133b0b,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
632cd5094df37200081dadf2,Cibertec,No Homologada
632cd5094df37200081dadf2,Alexander Lord Cochrane,No Homologada
632a41a7d1b76a0040939d39,Instituto Sise,No Homologada
632ceaa5ded60b0009f18d77,Instituto Superior Sise,No Homologada
632ceacc07cea60008278b20,Universidad Nacional Del Callao,universidad nacional del callao
632ceacc07cea60008278b20,Certus,No Homologada
632ceafa4df37200081dbab8,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632a41a7d1b76a0040939d4b,Certus,No Homologada
632d0ea72da20600097d4a36,Senati -chiclayo,No Homologada
632d0edb1fb7e50008d3a935,Universidad Continental,No Homologada
632d0edb1fb7e50008d3a935,Universidad Esan,universidad esan
632d0edb1fb7e50008d3a935,Colegio Claretiano,No Homologada
632d1258e0486e0008265d10,Instituto Superior Tecnologico Publico Maria Rosario Araoz Pinto,No Homologada
632d1767e0486e0008265dcf,Universidad Nacional Federico Villarreal,universidad nacional federico villarreal
632d1767e0486e0008265dcf,Barton,No Homologada
63222828e5ee99003f172ecf,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
63222828e5ee99003f172ecf,Colegios Trilce,No Homologada
632d49642201690008fa784b,María De Los Angeles Cimas,No Homologada
632d5b5a11da310008e3bc31,Instituto San Ignacio De Loyola,No Homologada
6320b286844cb4003f31fa1d,Universidad Privada Del Norte,universidad privada del norte s.a.c.
632e12162da20600097d77f9,Cultural American English,No Homologada
632e12162da20600097d77f9,Certus,No Homologada
63288757d1b76a0040915ebe,Universidad Tecnológica Del Perú - Utp,Universidad Tecnológica del Perú S.A.C.
63288757d1b76a0040915ebe,Instituto De Formación Bancaria - Ifb,No Homologada
632e8a4f662c7d00099681e6,Certus,No Homologada
632e95912201690008fb0774,Autónoma Del Perú,universidad autónoma del perú s.a.c.
632e95912201690008fb0774,Cesca,universidad esan
63200f70e5ee99003f1356d7,Ifb Certus,No Homologada
63222505e5ee99003f170673,Instituto De Formación Bancaria - Ifb,No Homologada
632f7508e0486e00082758f2,Certus,No Homologada
632f832ae0486e0008275a4e,Insituto Certus,No Homologada
632f832ae0486e0008275a4e,Sise,No Homologada
632f832ae0486e0008275a4e,Universidad Autonoma Del Peru,No Homologada
6330a91b662c7d000996b116,Universidad Nacional Mayor De San Marcos - Unmsm,universidad nacional mayor de san marcos
6330aac2662c7d000996b12e,Instituto De Formación Bancaria - Ifb,No Homologada
6330da9f662c7d000996b4e9,Asociacion Peruana De Corredores De Seguros - Apecose,No Homologada
6330da9f662c7d000996b4e9,Colegio De Abogados De Lima,No Homologada
6330da9f662c7d000996b4e9,U. Ricardo Palma,universidad ricardo palma
6312a4a8e5ee99003f085c26,Iestp Lurin,No Homologada
6312a4a8e5ee99003f085c26,Cepeban,No Homologada
63163b8f6442660008f410b1,Santa Teresa De Villa,No Homologada
63222828e5ee99003f172cf5,Universidad Cesar Vallejo,No Homologada
63222828e5ee99003f172cf5,Academia De Exportadores,No Homologada
63319ff72201690008fb457b,Instituto Cepeban,No Homologada
63222828e5ee99003f172bb1,Cevatur Perú,No Homologada
63222828e5ee99003f172bb1,Ceesma San Francisco,No Homologada
63222828e5ee99003f172bb1,10029,No Homologada
6331b01d11da310008e45339,Certus,No Homologada
6331c7621fb7e50008d4cada,Cibertec,No Homologada
6331cfca1fb7e50008d4d1b9,Cetpro Computec Millenium,No Homologada
6331d96e2da20600098062ec,Universidad Autónoma Del Perú,universidad autónoma del perú s.a.c.
6331de0b2da20600098066d2,Istp. Carlos Cueto Fernandini,No Homologada
6331f70111da310008e48077,Instituto Superior Tecnológico Privado “juan Mejía Baca”,No Homologada
6331f70111da310008e48077,Instituto Superior Tecnológico “ábaco”,No Homologada
63200f70e5ee99003f134fab,I.f.b,No Homologada
6328e9b2ded60b0009f0204a,Certus,No Homologada
632501b3a707e2000ac6208f,Sise,No Homologada
633216402da2060009808d6e,Columbia,No Homologada
6312a4a8e5ee99003f085710,Universidad Alas Peruanas,No Homologada
63322ad01fb7e50008d51130,Universidad San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
633254b7e0486e000827e27f,Universidad Nacional Del Callao - Unac,universidad nacional del callao
63327a782da2060009811a8b,Zegel Ipae,No Homologada
63327a782da2060009811a8b,I.e. Jose Baquijano Y Carrillo N°1057,No Homologada
63329bae11da310008e4d8aa,Cibertec,No Homologada
63329bae11da310008e4d8aa,Instituto Cultural Peruano Norteamericano,No Homologada
63329bae11da310008e4d8aa,Universidad Cesar Vallejo - Ucv,Universidad César Vallejo S.A.C.
6333036a2201690008fbd032,Mártir Daniel Alcides Carrión,No Homologada
633314be35b6d50040dc44f0,Universidad Cesar Vallejo,No Homologada
633314be35b6d50040dc44c6,Universidad Nacional De San Agustín - Unsa,Universidad Nacional de San Agustín de Arequipa
633314be35b6d50040dc44c6,Universidad Nacional De San Agustin,No Homologada
633337c2662c7d0009975b0c,Certus,No Homologada
633314be35b6d50040dc4484,Idat,No Homologada
63335b5c1fb7e50008d562a3,Universidad César Vallejo,No Homologada
63335b5c1fb7e50008d562a3,Instituto De Formación Bancaria,No Homologada
63128e34844cb4003f22bc20,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63128e34844cb4003f22bc20,Trento Pro,No Homologada
633314be35b6d50040dc4496,Universidad Nacional De San Agustín,No Homologada
63337e872da20600098162c6,Universidad Alas Peruanas,No Homologada
633388a035b6d50040dcd41e,Usil,Universidad San Ignacio de Loyola S.R.L.
633388a035b6d50040dcd41e,Cestec,No Homologada
633314be35b6d50040dc44de,Universidad Privada Del Norte,universidad privada del norte s.a.c.
633314be35b6d50040dc44de,Icpna,No Homologada
632225ca844cb4003f33eb06,Instituto De Formación Bancaria - Ifb,No Homologada
6333b7b111da310008e52c33,Zegel Ipae,No Homologada
6333b7b111da310008e52c33,Idat,No Homologada
6333d47811da310008e538f9,Upn,Universidad Privada del Norte S.A.C.
6333d47811da310008e538f9,Nuestra Señora De La Visitación,No Homologada
6333fe3a5ed3120009ab9bde,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63345efe0b33a90008e838bc,Instituto Tecnologico Idat,No Homologada
633473df0dd666000838a4c0,Universidad Inca Garsilaso De La Vega,No Homologada
63348e3b0dd666000838af7a,Sise,No Homologada
633492b2eb7e8b000954503f,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6334a5c50b33a90008e8567b,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6334b0200dd666000838c010,Universidad De San Martin De Porres,universidad de san martín de porres
63200f70e5ee99003f1356ef,Iep Albert Einstein,No Homologada
63200f70e5ee99003f1356ef,Universidad Peruana De Ciencias Aplicadas,universidad peruana de ciencias aplicadas s.a.c.
6334cb6b601bec000889e7ff,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6334d47213222f000854e883,Universidad Peruana De Ciencias Aplicads,universidad peruana de ciencias aplicadas s.a.c.
6334e3a30b33a90008e8f3c6,El Instituto Cultural American English,No Homologada
6334e3a30b33a90008e8f3c6,Instituto Superior Tecnologico,No Homologada
63350cda601bec00088a01f0,Universidad Privada Del Norte - Upn,Universidad Privada del Norte S.A.C.
63352504eb7e8b000954892d,Instituto De Formación Bancaria - Ifb,No Homologada
63352504eb7e8b000954892d,Universidad Tecnológica Del Perú - Utp,Universidad Tecnológica del Perú S.A.C.
6335acfd35b6d50040df797b,Utp,Universidad Tecnológica del Perú S.A.C.
6335acfd35b6d50040df797b,Idat,No Homologada
6335ca1beb7e8b0009549dd8,Universidad Científica Del Sur,universidad científica del sur s.a.c.
63200f70e5ee99003f134d8f,Instituto Privado Bitec,No Homologada
633607e6601bec00088a47fe,Instituto Publico Argentina,No Homologada
6336198a5ed3120009aefc4b,Universidad Privada Del Norte,universidad privada del norte s.a.c.
633314be35b6d50040dc44ae,Universidad Nacional De San Agustín,No Homologada
63372ea1ea7d3a0008c77ce2,Certus,No Homologada
63372ea1ea7d3a0008c77ce2,Universidad Cesar Vallejo,No Homologada
63372ea1ea7d3a0008c77ce2,José Antonio Encinas Franco,No Homologada
63374b18d2065900081f5f95,Instituto De Formación Bancaria - Ifb,No Homologada
6337b13532fb48000804dffc,Sise,No Homologada
6337b13532fb48000804dffc,Cepeban,No Homologada
63388bdeea7d3a0008c7cba9,Instituto Superior Tecnológico Idat,No Homologada
6338b235e86b9a0008a24f36,Universidad De San Martín De Porres,universidad de san martín de porres
63345d8835b6d50040dcdd9e,Idat,No Homologada
6338f74332fb480008050b88,Idat,No Homologada
633a048902dfe10008393613,Universidad San Ignacio De Loyola,universidad san ignacio de loyola s.r.l.
633a048902dfe10008393613,Colegio Saco Oliveros,No Homologada
633a3393ea7d3a0008c7eaba,Universidad Tecnológica Del Peru,universidad tecnológica del perú s.a.c.
633a50ffe86b9a0008a27066,Universidad Peruana De Ciencias Aplicadas,universidad peruana de ciencias aplicadas s.a.c.
63102bd89bdb400009f4c393,Ifb Certus,No Homologada
63102ceb1d665a00087019b7,Utp,Universidad Tecnológica del Perú S.A.C.
63103c869bdb400009f4c727,Instituto Certus,No Homologada
6310407c9bdb400009f4c7f6,Uap,No Homologada
631042e25a5f2e0009f9065a,Certus,No Homologada
631055a2516b7b0008ddc757,Certus,No Homologada
63109ec27e5d980009c7658b,Idat,No Homologada
6310aabe516b7b0008ddcacf,Alas Peruanas,No Homologada
6310bfd54253530009af4988,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6310bfd54253530009af4988,Instituto Superior Certus,No Homologada
6310cc964253530009af4d77,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6310cc964253530009af4d77,Instituto Cibertec,No Homologada
6310cc964253530009af4d77,Institución Británico,No Homologada
6310d006516b7b0008ddd289,Instituto De Formación Bancaria - Ifb,No Homologada
6310d21d1d665a0008702d91,Sise,No Homologada
6310d21d1d665a0008702d91,Miguel Grau Seminario,No Homologada
6310d6415a5f2e0009f9172b,Ifb Certus,No Homologada
6310de515a5f2e0009f9198e,Universidad Peruana De Ciencias E Informatica,No Homologada
6310e0c31d665a0008703135,Certus,No Homologada
6310f5417e5d980009c78142,Universidad Tecnologica Del Perú,universidad tecnológica del perú s.a.c.
6310f5417e5d980009c78142,Certus,No Homologada
631104575a5f2e0009f9304e,Universidad Privada Del Norte,universidad privada del norte s.a.c.
631110845a5f2e0009f938c0,Senati,No Homologada
63111c1c7e5d980009c797ab,Universidad Upc,No Homologada
63111c1c7e5d980009c797ab,Ifb Certus,No Homologada
63112c8d9bdb400009f50857,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63112c8d9bdb400009f50857,Santo Tomas,No Homologada
63113bbd4253530009af851d,Universidad Cesar Vallejo,No Homologada
63113bbd4253530009af851d,Universidad Cesar Vallejo,No Homologada
6311438c4253530009af889e,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6311438c4253530009af889e,Cepeban,No Homologada
63115be24253530009af926a,Certus,No Homologada
63115f954253530009af9439,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
63115f954253530009af9439,Cepeban,No Homologada
631168355a5f2e0009f95ad1,Universidad De Ciencias Aplicadas,No Homologada
631168355a5f2e0009f95ad1,Cibertec,No Homologada
63116b965a5f2e0009f95cb3,Universidad Privada Antenor Orrego,universidad privada antenor orrego
631174228ad71a0008d6c10f,Instituto Superior Tecnológico El Buen Pastor,No Homologada
63117268f4622c0008c17c3d,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6311a72f6442660008f3540e,Certus,No Homologada
63121bf803ed1f00085bed81,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63121ec95073940008a1fb45,Certus,No Homologada
631221d40d11cc000ad2d035,Instituto Cibertec,No Homologada
6312222d0d11cc000ad2d040,Universidad San Agustín De Arequipa,No Homologada
63122fff8ad71a0008d6d77d,I.p.s.t Cesca,No Homologada
63121ff403ed1f00085bee9f,Upc,Universidad Peruana de Ciencias Aplicadas S.A.C.
63121ff403ed1f00085bee9f,Certus,No Homologada
6312318f8ad71a0008d6d83c,Idat,No Homologada
631242e803ed1f00085bfd05,Ricardo Palma,universidad ricardo palma
631242e803ed1f00085bfd05,Sise,No Homologada
631254698ad71a0008d6f0a7,Institutoinstitutotecnico Superior De Administración De Empresas,No Homologada
631254698ad71a0008d6f0a7,Universidad  Privada  Del Norte,universidad privada del norte s.a.c.
631255f08ad71a0008d6f147,Idat,No Homologada
6312579d5073940008a2160b,Zegell Ipae,No Homologada
631260545073940008a21857,Universidad Autonoma Del Peru,No Homologada
631261630d11cc000ad2ed9a,Ifb Certus,No Homologada
6312674b6442660008f37b34,Senati,No Homologada
6312639f8ad71a0008d6f49c,Certus,No Homologada
631270678ad71a0008d6f8d0,Ifb Certus,No Homologada
631270678ad71a0008d6f8d0,Inglés,No Homologada
6312743b5073940008a21f0c,De Emprendedores,No Homologada
63127b5b6442660008f3838b,Colegio Juan Valer Sandoval 6093,No Homologada
63127b5b6442660008f3838b,Istp Villa Maria,No Homologada
6312853a0d11cc000ad2fb60,Certus,No Homologada
631298dd5073940008a2308a,Av Petty Thouar,No Homologada
6312a3340d11cc000ad307d1,Instituto Superior Sise,No Homologada
63128e33844cb4003f22b782,Cibertec,No Homologada
63128e33844cb4003f22b782,Senati,No Homologada
6312a4a8e5ee99003f0868a4,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6312a4a8e5ee99003f086b38,Instituto De Formación Bancaria - Ifb,No Homologada
6312a4a8e5ee99003f08584e,Isil,No Homologada
63128e34844cb4003f22c0b8,Instituto Sise,No Homologada
6312a4a8e5ee99003f085d34,Inca Garcilaso De La Vega,No Homologada
6312a43d844cb4003f22de4c,Universidad Cesar Vallejo - Ucv,Universidad César Vallejo S.A.C.
6312a4a8e5ee99003f0863d0,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6312a4a8e5ee99003f0863d0,Ifb Certus,No Homologada
6312a5acf4622c0008c1cbc7,Ifb Certus,No Homologada
6312a43d844cb4003f22e026,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6312a4a8e5ee99003f085ffe,Escuela De Aduanas,No Homologada
63128e34844cb4003f22c784,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63128e34844cb4003f22c784,San Luis,No Homologada
6312a4a8e5ee99003f086b26,Universidad Nacional De Cañete,universidad nacional de cañete
6312a4a8e5ee99003f085bea,Instituto De Formación Bancaria - Ifb,No Homologada
6312a4a8e5ee99003f085bea,Instituto Norbet Wiener,No Homologada
63128e34844cb4003f22be24,Inst.cepeban,No Homologada
6312a4a8e5ee99003f086a1e,Universidad Nacional Federico Villarral,universidad nacional federico villarreal
6312a4a8e5ee99003f0859aa,Zegel Ipae,No Homologada
63128e34844cb4003f22c4fc,Instituto De Emprendedores Usil,No Homologada
63128e34844cb4003f22c4fc,Universidad Ciencias Y Humanidades,No Homologada
63128e34844cb4003f22c4fc,“i.e. Independencia”,No Homologada
6312a4a8e5ee99003f085efc,Sise,No Homologada
6312a4a8e5ee99003f085efc,Sise,No Homologada
6312a4a8e5ee99003f085956,Instituto De Formación Bancaria - Ifb,No Homologada
63128e34844cb4003f22be48,Cibertec,No Homologada
63128e34844cb4003f22be48,Sensico,No Homologada
63128e34844cb4003f22bf0e,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
6312a4a8e5ee99003f086142,Ifb Certus,No Homologada
63128e34844cb4003f22ba3a,Instituto Sise,No Homologada
6312a43d844cb4003f22dec4,Virgen De Loreto,No Homologada
6312a4a8e5ee99003f0863e2,Universidad Tecnológica Del Perú - Utp,Universidad Tecnológica del Perú S.A.C.
63128e34844cb4003f22c1f0,Ceprebanko,No Homologada
6312a4a8e5ee99003f0865ec,Universidad Peruana De Ciencias Aplicadas,universidad peruana de ciencias aplicadas s.a.c.
63128e34844cb4003f22c604,Certus,No Homologada
6312a4a8e5ee99003f085fc2,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63128e34844cb4003f22c6ac,Zegelipae,No Homologada
63128e34844cb4003f22c6ac,Senati,No Homologada
63128e33844cb4003f22b824,Instituto San Pablo,No Homologada
63128e34844cb4003f22baca,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63128e34844cb4003f22baca,Certus,No Homologada
63128e34844cb4003f22ba58,Upn,Universidad Privada del Norte S.A.C.
63128e34844cb4003f22bd6a,Iisep,No Homologada
63128e34844cb4003f22bd6a,Universidad Privada Del Norte,universidad privada del norte s.a.c.
6312a4a8e5ee99003f08578e,Camara De Comercio,No Homologada
63128e34844cb4003f22bdf4,Universidad Privada Del Norte,universidad privada del norte s.a.c.
63128e34844cb4003f22bdf4,Instituto Avansys,No Homologada
6312a4a8e5ee99003f086802,Universidad Cesar Vallejo,No Homologada
6312a4a8e5ee99003f085f6e,Sise,No Homologada
6312a4a8e5ee99003f085f02,Utp,Universidad Tecnológica del Perú S.A.C.
6312a4a8e5ee99003f085f02,Eiger,No Homologada
6312a4a8e5ee99003f085f02,Ifb Certus,No Homologada
6312a4a8e5ee99003f085f02,Nuestra Señora De Lourdes,No Homologada
6312a4a8e5ee99003f085f02,Nuestra Señora De Lourdes,No Homologada
6312a4a8e5ee99003f085566,Ifb Certus,No Homologada
6312a4a8e5ee99003f086b9e,Universidad Técnologica Del Peru,No Homologada
6312a4a8e5ee99003f086b9e,Icpna,No Homologada
6312a4a8e5ee99003f0859e6,Cepeban,No Homologada
6312a4a8e5ee99003f0859e6,Cepeban-centro Peruano De Estudios Bancario,No Homologada
6312a73e03ed1f00085e7003,Instituto De Formación Bancaria - Ifb,No Homologada
6312a5936442660008f396fb,Certus,No Homologada
6312a4a8e5ee99003f086112,Certus,No Homologada
63128e34844cb4003f22ba9a,Utel,No Homologada
63128e34844cb4003f22ba9a,Universidad Tecnológica Del Perú,universidad tecnológica del perú s.a.c.
63128e34844cb4003f22bd7c,Universidad Nacional Del Callao,universidad nacional del callao
63128e34844cb4003f22c5a4,Universidad Sedes Sapientae,No Homologada
63128e34844cb4003f22c5a4,Carlos Wiesse,No Homologada
6312a4a8e5ee99003f085a88,Adex,No Homologada
6312a4a8e5ee99003f085698,Universidad Cesar Vallejo,No Homologada
6312a4a8e5ee99003f085bae,Contabilidad,No Homologada
63128e34844cb4003f22bc92,Cesca,universidad esan
63128e34844cb4003f22c0a6,Univerdidad Privada Norbert Wiener,No Homologada
6312a4a8e5ee99003f085cf2,Ifbcertus,No Homologada
6312a4a8e5ee99003f0867d2,Iestp Juan Velasco Alvarado,No Homologada
63128e34844cb4003f22c7d2,Instituto Cultural Peruano Norteamericano Icpna,No Homologada
63128e34844cb4003f22c7d2,Instituto Superior Sise,No Homologada
6312a4a8e5ee99003f086c46,Instituto Sise,No Homologada
